N_POINTS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE,TIME
0,0.0,25.641,30.165,16.832,89.402,2020-01-01 14:03:00
1,1.0,25.642,30.163,16.832,89.402,2020-01-01 14:03:00
2,2.0,25.644,30.164,16.832,89.402,2020-01-01 14:03:00
3,3.0,25.645,30.164,16.832,89.402,2020-01-01 14:03:00
4,4.0,25.646,30.163,16.832,89.402,2020-01-01 14:03:00
5,5.0,25.645,30.161,16.832,89.402,2020-01-01 14:03:00
6,6.0,25.646,30.165,16.832,89.402,2020-01-01 14:03:00
7,7.0,25.65,30.178,16.832,89.402,2020-01-01 14:03:00
8,8.0,25.654,30.181,16.832,89.402,2020-01-01 14:03:00
9,9.0,25.654,30.181,16.832,89.402,2020-01-01 14:03:00
10,15.0,25.895,30.723,16.832,89.402,2020-01-01 14:03:00
11,26.0,26.571,31.467,16.832,89.402,2020-01-01 14:03:00
12,35.0,27.69,32.246,16.832,89.402,2020-01-01 14:03:00
13,45.0,28.307,32.72,16.832,89.402,2020-01-01 14:03:00
14,55.0,28.518,33.078,16.832,89.402,2020-01-01 14:03:00
15,66.0,28.415,33.531,16.832,89.402,2020-01-01 14:03:00
16,76.0,27.65,33.88,16.832,89.402,2020-01-01 14:03:00
17,86.0,26.565,34.35,16.832,89.402,2020-01-01 14:03:00
18,96.0,25.111,34.552,16.832,89.402,2020-01-01 14:03:00
19,105.0,23.708,34.678,16.832,89.402,2020-01-01 14:03:00
20,115.0,22.101,34.763,16.832,89.402,2020-01-01 14:03:00
21,125.0,20.287,34.814,16.832,89.402,2020-01-01 14:03:00
22,135.0,19.214,34.835,16.832,89.402,2020-01-01 14:03:00
23,146.0,18.217,34.858,16.832,89.402,2020-01-01 14:03:00
24,155.0,17.291,34.882,16.832,89.402,2020-01-01 14:03:00
25,165.0,16.315,34.903,16.832,89.402,2020-01-01 14:03:00
26,175.0,15.541,34.928,16.832,89.402,2020-01-01 14:03:00
27,186.0,14.94,34.938,16.832,89.402,2020-01-01 14:03:00
28,195.0,14.4,34.948,16.832,89.402,2020-01-01 14:03:00
29,213.0,13.789,34.973,16.832,89.402,2020-01-01 14:03:00
30,238.0,13.086,34.992,16.832,89.402,2020-01-01 14:03:00
31,263.0,12.355,35.011,16.832,89.402,2020-01-01 14:03:00
32,288.0,11.871,35.019,16.832,89.402,2020-01-01 14:03:00
33,314.0,11.522,35.025,16.832,89.402,2020-01-01 14:03:00
34,338.0,11.266,35.027,16.832,89.402,2020-01-01 14:03:00
35,363.0,11.042,35.028,16.832,89.402,2020-01-01 14:03:00
36,388.0,10.855,35.028,16.832,89.402,2020-01-01 14:03:00
37,413.0,10.675,35.027,16.832,89.402,2020-01-01 14:03:00
38,438.0,10.478,35.026,16.832,89.402,2020-01-01 14:03:00
39,463.0,10.309,35.025,16.832,89.402,2020-01-01 14:03:00
40,488.0,10.131,35.024,16.832,89.402,2020-01-01 14:03:00
41,513.0,9.926,35.021,16.832,89.402,2020-01-01 14:03:00
42,538.0,9.739,35.018,16.832,89.402,2020-01-01 14:03:00
43,563.0,9.588,35.015,16.832,89.402,2020-01-01 14:03:00
44,588.0,9.415,35.012,16.832,89.402,2020-01-01 14:03:00
45,613.0,9.252,35.008,16.832,89.402,2020-01-01 14:03:00
46,638.0,9.076,35.004,16.832,89.402,2020-01-01 14:03:00
47,663.0,8.916,35.0,16.832,89.402,2020-01-01 14:03:00
48,688.0,8.755,34.996,16.832,89.402,2020-01-01 14:03:00
49,713.0,8.6,34.992,16.832,89.402,2020-01-01 14:03:00
50,738.0,8.427,34.987,16.832,89.402,2020-01-01 14:03:00
51,763.0,8.257,34.982,16.832,89.402,2020-01-01 14:03:00
52,788.0,8.081,34.977,16.832,89.402,2020-01-01 14:03:00
53,813.0,7.908,34.972,16.832,89.402,2020-01-01 14:03:00
54,839.0,7.738,34.967,16.832,89.402,2020-01-01 14:03:00
55,863.0,7.589,34.962,16.832,89.402,2020-01-01 14:03:00
56,888.0,7.415,34.956,16.832,89.402,2020-01-01 14:03:00
57,913.0,7.274,34.951,16.832,89.402,2020-01-01 14:03:00
58,938.0,7.15,34.947,16.832,89.402,2020-01-01 14:03:00
59,963.0,7.018,34.942,16.832,89.402,2020-01-01 14:03:00
60,988.0,6.869,34.937,16.832,89.402,2020-01-01 14:03:00
61,1013.0,6.719,34.931,16.832,89.402,2020-01-01 14:03:00
62,1038.0,6.567,34.926,16.832,89.402,2020-01-01 14:03:00
63,1063.0,6.422,34.92,16.832,89.402,2020-01-01 14:03:00
64,1088.0,6.301,34.916,16.832,89.402,2020-01-01 14:03:00
65,1113.0,6.197,34.912,16.832,89.402,2020-01-01 14:03:00
66,1139.0,6.059,34.907,16.832,89.402,2020-01-01 14:03:00
67,1163.0,5.931,34.902,16.832,89.402,2020-01-01 14:03:00
68,1188.0,5.775,34.896,16.832,89.402,2020-01-01 14:03:00
69,1213.0,5.658,34.892,16.832,89.402,2020-01-01 14:03:00
70,1238.0,5.554,34.888,16.832,89.402,2020-01-01 14:03:00
71,1263.0,5.45,34.884,16.832,89.402,2020-01-01 14:03:00
72,1288.0,5.339,34.879,16.832,89.402,2020-01-01 14:03:00
73,1313.0,5.234,34.875,16.832,89.402,2020-01-01 14:03:00
74,1338.0,5.124,34.871,16.832,89.402,2020-01-01 14:03:00
75,1363.0,5.032,34.867,16.832,89.402,2020-01-01 14:03:00
76,1388.0,4.943,34.864,16.832,89.402,2020-01-01 14:03:00
77,1413.0,4.822,34.859,16.832,89.402,2020-01-01 14:03:00
78,1438.0,4.693,34.854,16.832,89.402,2020-01-01 14:03:00
79,1463.0,4.576,34.85,16.832,89.402,2020-01-01 14:03:00
80,1488.0,4.45,34.845,16.832,89.402,2020-01-01 14:03:00
81,1513.0,4.339,34.84,16.832,89.402,2020-01-01 14:03:00
82,1538.0,4.246,34.837,16.832,89.402,2020-01-01 14:03:00
83,1563.0,4.149,34.833,16.832,89.402,2020-01-01 14:03:00
84,1588.0,4.037,34.828,16.832,89.402,2020-01-01 14:03:00
85,1613.0,3.921,34.823,16.832,89.402,2020-01-01 14:03:00
86,1638.0,3.814,34.819,16.832,89.402,2020-01-01 14:03:00
87,1663.0,3.705,34.815,16.832,89.402,2020-01-01 14:03:00
88,1688.0,3.589,34.81,16.832,89.402,2020-01-01 14:03:00
89,1713.0,3.48,34.805,16.832,89.402,2020-01-01 14:03:00
90,1738.0,3.369,34.801,16.832,89.402,2020-01-01 14:03:00
91,1763.0,3.266,34.796,16.832,89.402,2020-01-01 14:03:00
92,1788.0,3.18,34.793,16.832,89.402,2020-01-01 14:03:00
93,1813.0,3.098,34.789,16.832,89.402,2020-01-01 14:03:00
94,1838.0,3.024,34.786,16.832,89.402,2020-01-01 14:03:00
95,1863.0,2.95,34.783,16.832,89.402,2020-01-01 14:03:00
96,1888.0,2.888,34.78,16.832,89.402,2020-01-01 14:03:00
97,1913.0,2.829,34.778,16.832,89.402,2020-01-01 14:03:00
98,1938.0,2.768,34.775,16.832,89.402,2020-01-01 14:03:00
99,1963.0,2.719,34.773,16.832,89.402,2020-01-01 14:03:00
100,1988.0,2.683,34.771,16.832,89.402,2020-01-01 14:03:00
101,1.0,28.203,33.702,13.823,87.733,2020-01-02 14:08:00
102,2.0,28.204,33.702,13.823,87.733,2020-01-02 14:08:00
103,3.0,28.208,33.7,13.823,87.733,2020-01-02 14:08:00
104,4.0,28.205,33.703,13.823,87.733,2020-01-02 14:08:00
105,5.0,28.21,33.701,13.823,87.733,2020-01-02 14:08:00
106,6.0,28.211,33.7,13.823,87.733,2020-01-02 14:08:00
107,7.0,28.212,33.7,13.823,87.733,2020-01-02 14:08:00
108,8.0,28.211,33.7,13.823,87.733,2020-01-02 14:08:00
109,9.0,28.211,33.699,13.823,87.733,2020-01-02 14:08:00
110,10.0,28.211,33.701,13.823,87.733,2020-01-02 14:08:00
111,15.0,28.211,33.7,13.823,87.733,2020-01-02 14:08:00
112,25.0,28.191,33.699,13.823,87.733,2020-01-02 14:08:00
113,35.0,28.152,33.697,13.823,87.733,2020-01-02 14:08:00
114,45.0,28.15,33.698,13.823,87.733,2020-01-02 14:08:00
115,55.0,28.148,33.699,13.823,87.733,2020-01-02 14:08:00
116,65.0,27.986,33.988,13.823,87.733,2020-01-02 14:08:00
117,76.0,26.165,34.648,13.823,87.733,2020-01-02 14:08:00
118,85.0,24.839,34.8,13.823,87.733,2020-01-02 14:08:00
119,95.0,23.744,34.885,13.823,87.733,2020-01-02 14:08:00
120,105.0,22.975,34.96,13.823,87.733,2020-01-02 14:08:00
121,115.0,21.651,34.872,13.823,87.733,2020-01-02 14:08:00
122,125.0,20.206,34.822,13.823,87.733,2020-01-02 14:08:00
123,135.0,19.281,34.838,13.823,87.733,2020-01-02 14:08:00
124,145.0,18.209,34.86,13.823,87.733,2020-01-02 14:08:00
125,155.0,17.273,34.883,13.823,87.733,2020-01-02 14:08:00
126,166.0,16.71,34.896,13.823,87.733,2020-01-02 14:08:00
127,176.0,15.784,34.917,13.823,87.733,2020-01-02 14:08:00
128,186.0,15.089,34.938,13.823,87.733,2020-01-02 14:08:00
129,196.0,14.499,34.953,13.823,87.733,2020-01-02 14:08:00
130,214.0,13.463,34.97,13.823,87.733,2020-01-02 14:08:00
131,238.0,12.736,34.995,13.823,87.733,2020-01-02 14:08:00
132,263.0,12.201,35.015,13.823,87.733,2020-01-02 14:08:00
133,287.0,11.773,35.024,13.823,87.733,2020-01-02 14:08:00
134,313.0,11.419,35.025,13.823,87.733,2020-01-02 14:08:00
135,338.0,11.125,35.025,13.823,87.733,2020-01-02 14:08:00
136,363.0,10.915,35.026,13.823,87.733,2020-01-02 14:08:00
137,388.0,10.681,35.026,13.823,87.733,2020-01-02 14:08:00
138,414.0,10.467,35.031,13.823,87.733,2020-01-02 14:08:00
139,438.0,10.266,35.026,13.823,87.733,2020-01-02 14:08:00
140,463.0,10.073,35.021,13.823,87.733,2020-01-02 14:08:00
141,488.0,9.902,35.019,13.823,87.733,2020-01-02 14:08:00
142,513.0,9.727,35.016,13.823,87.733,2020-01-02 14:08:00
143,538.0,9.581,35.013,13.823,87.733,2020-01-02 14:08:00
144,563.0,9.442,35.011,13.823,87.733,2020-01-02 14:08:00
145,588.0,9.304,35.007,13.823,87.733,2020-01-02 14:08:00
146,613.0,9.179,35.004,13.823,87.733,2020-01-02 14:08:00
147,638.0,9.039,35.001,13.823,87.733,2020-01-02 14:08:00
148,663.0,8.896,34.997,13.823,87.733,2020-01-02 14:08:00
149,688.0,8.727,34.996,13.823,87.733,2020-01-02 14:08:00
150,714.0,8.536,34.992,13.823,87.733,2020-01-02 14:08:00
151,738.0,8.382,34.986,13.823,87.733,2020-01-02 14:08:00
152,763.0,8.203,34.981,13.823,87.733,2020-01-02 14:08:00
153,788.0,8.031,34.976,13.823,87.733,2020-01-02 14:08:00
154,813.0,7.845,34.972,13.823,87.733,2020-01-02 14:08:00
155,838.0,7.688,34.966,13.823,87.733,2020-01-02 14:08:00
156,863.0,7.542,34.962,13.823,87.733,2020-01-02 14:08:00
157,888.0,7.409,34.958,13.823,87.733,2020-01-02 14:08:00
158,913.0,7.279,34.953,13.823,87.733,2020-01-02 14:08:00
159,937.0,7.133,34.948,13.823,87.733,2020-01-02 14:08:00
160,963.0,6.977,34.942,13.823,87.733,2020-01-02 14:08:00
161,988.0,6.834,34.937,13.823,87.733,2020-01-02 14:08:00
162,1013.0,6.692,34.932,13.823,87.733,2020-01-02 14:08:00
163,1038.0,6.557,34.926,13.823,87.733,2020-01-02 14:08:00
164,1063.0,6.443,34.921,13.823,87.733,2020-01-02 14:08:00
165,1088.0,6.322,34.915,13.823,87.733,2020-01-02 14:08:00
166,1113.0,6.189,34.911,13.823,87.733,2020-01-02 14:08:00
167,1138.0,6.078,34.906,13.823,87.733,2020-01-02 14:08:00
168,1163.0,5.978,34.902,13.823,87.733,2020-01-02 14:08:00
169,1189.0,5.879,34.899,13.823,87.733,2020-01-02 14:08:00
170,1213.0,5.787,34.895,13.823,87.733,2020-01-02 14:08:00
171,1238.0,5.668,34.891,13.823,87.733,2020-01-02 14:08:00
172,1263.0,5.56,34.887,13.823,87.733,2020-01-02 14:08:00
173,1288.0,5.45,34.883,13.823,87.733,2020-01-02 14:08:00
174,1313.0,5.347,34.878,13.823,87.733,2020-01-02 14:08:00
175,1338.0,5.253,34.875,13.823,87.733,2020-01-02 14:08:00
176,1363.0,5.154,34.871,13.823,87.733,2020-01-02 14:08:00
177,1388.0,5.041,34.867,13.823,87.733,2020-01-02 14:08:00
178,1413.0,4.929,34.862,13.823,87.733,2020-01-02 14:08:00
179,1438.0,4.822,34.858,13.823,87.733,2020-01-02 14:08:00
180,1463.0,4.711,34.854,13.823,87.733,2020-01-02 14:08:00
181,1488.0,4.609,34.85,13.823,87.733,2020-01-02 14:08:00
182,1513.0,4.502,34.846,13.823,87.733,2020-01-02 14:08:00
183,1538.0,4.373,34.841,13.823,87.733,2020-01-02 14:08:00
184,1563.0,4.267,34.837,13.823,87.733,2020-01-02 14:08:00
185,1588.0,4.166,34.833,13.823,87.733,2020-01-02 14:08:00
186,1613.0,4.031,34.828,13.823,87.733,2020-01-02 14:08:00
187,1638.0,3.899,34.822,13.823,87.733,2020-01-02 14:08:00
188,1663.0,3.793,34.818,13.823,87.733,2020-01-02 14:08:00
189,1688.0,3.691,34.814,13.823,87.733,2020-01-02 14:08:00
190,1713.0,3.57,34.809,13.823,87.733,2020-01-02 14:08:00
191,1738.0,3.463,34.805,13.823,87.733,2020-01-02 14:08:00
192,1763.0,3.367,34.8,13.823,87.733,2020-01-02 14:08:00
193,1788.0,3.282,34.797,13.823,87.733,2020-01-02 14:08:00
194,1813.0,3.212,34.794,13.823,87.733,2020-01-02 14:08:00
195,1838.0,3.137,34.791,13.823,87.733,2020-01-02 14:08:00
196,1863.0,3.064,34.787,13.823,87.733,2020-01-02 14:08:00
197,1888.0,2.988,34.784,13.823,87.733,2020-01-02 14:08:00
198,1913.0,2.916,34.781,13.823,87.733,2020-01-02 14:08:00
199,1938.0,2.856,34.779,13.823,87.733,2020-01-02 14:08:00
200,1963.0,2.806,34.777,13.823,87.733,2020-01-02 14:08:00
201,1988.0,2.756,34.774,13.823,87.733,2020-01-02 14:08:00
202,1.0,27.743,32.404,13.506,89.154,2020-01-03 00:04:44
203,2.0,27.744,32.403,13.506,89.154,2020-01-03 00:04:44
204,3.0,27.749,32.415,13.506,89.154,2020-01-03 00:04:44
205,4.0,27.751,32.414,13.506,89.154,2020-01-03 00:04:44
206,5.0,27.753,32.415,13.506,89.154,2020-01-03 00:04:44
207,6.0,27.753,32.413,13.506,89.154,2020-01-03 00:04:44
208,9.0,27.752,32.418,13.506,89.154,2020-01-03 00:04:44
209,10.0,27.752,32.418,13.506,89.154,2020-01-03 00:04:44
210,15.0,27.794,32.545,13.506,89.154,2020-01-03 00:04:44
211,25.0,27.885,32.783,13.506,89.154,2020-01-03 00:04:44
212,36.0,28.109,33.088,13.506,89.154,2020-01-03 00:04:44
213,45.0,27.891,33.83,13.506,89.154,2020-01-03 00:04:44
214,55.0,26.066,34.28,13.506,89.154,2020-01-03 00:04:44
215,65.0,24.864,34.649,13.506,89.154,2020-01-03 00:04:44
216,76.0,23.28,34.738,13.506,89.154,2020-01-03 00:04:44
217,85.0,21.572,34.77,13.506,89.154,2020-01-03 00:04:44
218,95.0,20.511,34.802,13.506,89.154,2020-01-03 00:04:44
219,105.0,19.516,34.822,13.506,89.154,2020-01-03 00:04:44
220,116.0,18.67,34.844,13.506,89.154,2020-01-03 00:04:44
221,125.0,17.892,34.872,13.506,89.154,2020-01-03 00:04:44
222,135.0,16.786,34.9,13.506,89.154,2020-01-03 00:04:44
223,145.0,15.923,34.931,13.506,89.154,2020-01-03 00:04:44
224,155.0,15.257,34.947,13.506,89.154,2020-01-03 00:04:44
225,166.0,14.678,34.963,13.506,89.154,2020-01-03 00:04:44
226,175.0,14.282,34.973,13.506,89.154,2020-01-03 00:04:44
227,185.0,13.844,34.987,13.506,89.154,2020-01-03 00:04:44
228,196.0,13.357,34.998,13.506,89.154,2020-01-03 00:04:44
229,213.0,12.83,35.012,13.506,89.154,2020-01-03 00:04:44
230,238.0,12.277,35.038,13.506,89.154,2020-01-03 00:04:44
231,263.0,11.949,35.046,13.506,89.154,2020-01-03 00:04:44
232,288.0,11.681,35.05,13.506,89.154,2020-01-03 00:04:44
233,313.0,11.397,35.05,13.506,89.154,2020-01-03 00:04:44
234,339.0,11.136,35.052,13.506,89.154,2020-01-03 00:04:44
235,363.0,10.935,35.051,13.506,89.154,2020-01-03 00:04:44
236,388.0,10.771,35.051,13.506,89.154,2020-01-03 00:04:44
237,413.0,10.619,35.051,13.506,89.154,2020-01-03 00:04:44
238,438.0,10.5,35.049,13.506,89.154,2020-01-03 00:04:44
239,463.0,10.362,35.049,13.506,89.154,2020-01-03 00:04:44
240,488.0,10.229,35.048,13.506,89.154,2020-01-03 00:04:44
241,513.0,10.065,35.047,13.506,89.154,2020-01-03 00:04:44
242,538.0,9.891,35.044,13.506,89.154,2020-01-03 00:04:44
243,563.0,9.702,35.04,13.506,89.154,2020-01-03 00:04:44
244,588.0,9.515,35.036,13.506,89.154,2020-01-03 00:04:44
245,614.0,9.292,35.032,13.506,89.154,2020-01-03 00:04:44
246,638.0,9.118,35.028,13.506,89.154,2020-01-03 00:04:44
247,663.0,8.946,35.023,13.506,89.154,2020-01-03 00:04:44
248,688.0,8.828,35.02,13.506,89.154,2020-01-03 00:04:44
249,713.0,8.675,35.016,13.506,89.154,2020-01-03 00:04:44
250,738.0,8.53,35.012,13.506,89.154,2020-01-03 00:04:44
251,763.0,8.37,35.008,13.506,89.154,2020-01-03 00:04:44
252,788.0,8.223,35.004,13.506,89.154,2020-01-03 00:04:44
253,813.0,8.07,34.999,13.506,89.154,2020-01-03 00:04:44
254,838.0,7.889,34.993,13.506,89.154,2020-01-03 00:04:44
255,864.0,7.749,34.989,13.506,89.154,2020-01-03 00:04:44
256,888.0,7.61,34.983,13.506,89.154,2020-01-03 00:04:44
257,913.0,7.432,34.977,13.506,89.154,2020-01-03 00:04:44
258,938.0,7.288,34.972,13.506,89.154,2020-01-03 00:04:44
259,963.0,7.137,34.967,13.506,89.154,2020-01-03 00:04:44
260,988.0,6.989,34.963,13.506,89.154,2020-01-03 00:04:44
261,1013.0,6.856,34.959,13.506,89.154,2020-01-03 00:04:44
262,1038.0,6.712,34.953,13.506,89.154,2020-01-03 00:04:44
263,1063.0,6.554,34.946,13.506,89.154,2020-01-03 00:04:44
264,1088.0,6.414,34.94,13.506,89.154,2020-01-03 00:04:44
265,1114.0,6.29,34.936,13.506,89.154,2020-01-03 00:04:44
266,1138.0,6.183,34.931,13.506,89.154,2020-01-03 00:04:44
267,1162.0,6.088,34.927,13.506,89.154,2020-01-03 00:04:44
268,1187.0,6.006,34.924,13.506,89.154,2020-01-03 00:04:44
269,1213.0,5.9,34.92,13.506,89.154,2020-01-03 00:04:44
270,1238.0,5.758,34.915,13.506,89.154,2020-01-03 00:04:44
271,1263.0,5.641,34.91,13.506,89.154,2020-01-03 00:04:44
272,1288.0,5.533,34.906,13.506,89.154,2020-01-03 00:04:44
273,1313.0,5.4,34.901,13.506,89.154,2020-01-03 00:04:44
274,1338.0,5.27,34.896,13.506,89.154,2020-01-03 00:04:44
275,1363.0,5.149,34.891,13.506,89.154,2020-01-03 00:04:44
276,1388.0,5.045,34.888,13.506,89.154,2020-01-03 00:04:44
277,1415.0,4.957,34.884,13.506,89.154,2020-01-03 00:04:44
278,1438.0,4.838,34.88,13.506,89.154,2020-01-03 00:04:44
279,1463.0,4.724,34.876,13.506,89.154,2020-01-03 00:04:44
280,1488.0,4.617,34.872,13.506,89.154,2020-01-03 00:04:44
281,1513.0,4.513,34.868,13.506,89.154,2020-01-03 00:04:44
282,1538.0,4.404,34.863,13.506,89.154,2020-01-03 00:04:44
283,1563.0,4.287,34.859,13.506,89.154,2020-01-03 00:04:44
284,1588.0,4.113,34.851,13.506,89.154,2020-01-03 00:04:44
285,1613.0,3.983,34.846,13.506,89.154,2020-01-03 00:04:44
286,1638.0,3.865,34.841,13.506,89.154,2020-01-03 00:04:44
287,1663.0,3.778,34.838,13.506,89.154,2020-01-03 00:04:44
288,1688.0,3.682,34.834,13.506,89.154,2020-01-03 00:04:44
289,1713.0,3.599,34.831,13.506,89.154,2020-01-03 00:04:44
290,1738.0,3.516,34.827,13.506,89.154,2020-01-03 00:04:44
291,1763.0,3.433,34.824,13.506,89.154,2020-01-03 00:04:44
292,1788.0,3.351,34.821,13.506,89.154,2020-01-03 00:04:44
293,1813.0,3.278,34.817,13.506,89.154,2020-01-03 00:04:44
294,1838.0,3.205,34.814,13.506,89.154,2020-01-03 00:04:44
295,1863.0,3.137,34.812,13.506,89.154,2020-01-03 00:04:44
296,1888.0,3.072,34.809,13.506,89.154,2020-01-03 00:04:44
297,1913.0,3.013,34.806,13.506,89.154,2020-01-03 00:04:44
298,1938.0,2.951,34.804,13.506,89.154,2020-01-03 00:04:44
299,1964.0,2.891,34.801,13.506,89.154,2020-01-03 00:04:44
300,0.2,27.829,33.549,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
301,0.9,27.829,33.547,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
302,1.9,27.825,33.548,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
303,2.8,27.822,33.549,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
304,3.7,27.819,33.551,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
305,4.9,27.82,33.552,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
306,6.3,27.82,33.553,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
307,7.3,27.818,33.553,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
308,8.3,27.811,33.552,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
309,9.4,27.81,33.552,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
310,10.4,27.814,33.551,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
311,11.4,27.807,33.552,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
312,12.5,27.807,33.552,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
313,13.5,27.807,33.554,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
314,14.5,27.808,33.559,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
315,15.6,27.811,33.559,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
316,16.7,27.808,33.561,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
317,17.8,27.81,33.558,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
318,18.8,27.818,33.566,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
319,19.9,27.834,33.576,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
320,20.9,27.85,33.583,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
321,23.0,27.904,33.626,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
322,24.1,27.931,33.648,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
323,24.8,27.951,33.659,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
324,25.9,27.957,33.671,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
325,27.0,27.96,33.676,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
326,27.8,27.969,33.685,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
327,29.0,27.969,33.7,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
328,30.3,27.969,33.713,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
329,31.1,27.958,33.716,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
330,32.0,27.952,33.718,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
331,32.8,27.949,33.722,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
332,33.7,27.952,33.721,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
333,34.9,27.95,33.725,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
334,36.3,27.946,33.723,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
335,37.1,27.943,33.725,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
336,38.0,27.942,33.727,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
337,38.8,27.941,33.729,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
338,39.7,27.938,33.732,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
339,40.6,27.938,33.733,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
340,41.9,27.935,33.736,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
341,43.2,27.936,33.737,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
342,44.1,27.937,33.738,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
343,44.9,27.939,33.739,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
344,45.7,27.938,33.741,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
345,47.0,27.938,33.742,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
346,48.2,27.94,33.743,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
347,49.0,27.938,33.747,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
348,49.8,27.94,33.749,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
349,51.0,27.94,33.753,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
350,52.1,27.941,33.755,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
351,52.9,27.943,33.755,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
352,53.7,27.943,33.757,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
353,55.0,27.944,33.756,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
354,56.2,27.947,33.757,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
355,56.9,27.946,33.758,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
356,57.7,27.946,33.757,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
357,58.9,27.948,33.758,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
358,60.1,27.948,33.759,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
359,60.9,27.948,33.759,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
360,61.7,27.947,33.759,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
361,62.9,27.957,33.764,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
362,64.2,27.97,33.771,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
363,65.0,27.976,33.78,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
364,65.8,27.982,33.785,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
365,67.0,27.99,33.801,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
366,68.1,28.011,33.826,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
367,68.9,28.0,33.833,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
368,69.7,27.978,33.881,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
369,71.6,28.087,34.706,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
370,72.9,27.902,34.729,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
371,74.1,27.932,34.755,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
372,75.0,27.88,34.762,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
373,75.8,27.81,34.798,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
374,76.6,27.627,34.781,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
375,77.9,27.497,34.819,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
376,79.2,27.21,34.849,12.783333333333331,85.23333333333333,2020-01-03 04:11:58
